date,open,high,low,close,volume,ticker,market_cap,log_ret_1d,log_ret_5d,log_ret_10d,vol_7d,vol_30d,risk_adj_ret_1d,vol_ratio_7d_30d,drawdown_30d
2017-12-09,2.8260200023651123,2.867340087890625,2.330349922180176,2.6104300022125244,27217000,BNB-USD,,-0.08099851498452341,0.046557815191572594,0.3990252386360064,0.06251210549432021,0.06805425786144442,-1.19020495601367,0.918562738889787,-0.07780493908247088
2017-12-10,2.66133999824524,2.69544005393982,2.211699962615967,2.483370065689087,19258500,BNB-USD,,-0.04989842440346175,-0.044085565978307824,0.21798547459222245,0.06717686242979254,0.06571961392593673,-0.7592622875066674,1.0221737228325485,-0.12269181434941745
2017-12-11,2.5130200386047363,2.824480056762696,2.503350019454956,2.7066500186920166,19427000,BNB-USD,,0.08609517959039366,0.04494608447816952,0.26805199907683297,0.06139563057712996,0.06514546084240687,1.3215837063255438,0.9424391167582941,-0.04381298224640062
2017-12-12,2.726449966430664,2.7783000469207764,2.61343002319336,2.6847500801086426,24523200,BNB-USD,,-0.008124071162422863,-0.03484526361758965,0.25322170427918445,0.06032783792593872,0.06191195781325775,-0.13121974250801652,0.9744133452846517,-0.051549644474028655
2017-12-13,2.687079906463623,2.875050067901612,2.571439981460572,2.77810001373291,28429500,BNB-USD,,0.03417960215318805,-0.018746228806826276,0.2209995605979545,0.06115576797811341,0.05987336110539596,0.5708649309501965,1.0214186551254407,-0.01857161110316108
2017-12-14,2.773439884185791,3.1587400436401367,2.77266001701355,3.1587400436401367,40335300,BNB-USD,,0.12840598197389838,0.19065826815159564,0.23721608334316827,0.07323609854672569,0.06153924222701925,2.086570736444993,1.1900715039121956,0.0
2017-12-15,3.1566998958587646,4.411250114440918,3.142819881439209,3.996150016784668,52745900,BNB-USD,,0.23515817409786427,0.47571486665292156,0.4316293006746138,0.10992351274781767,0.07155137466490416,3.286564027584071,1.536287922665656,0.0
2017-12-16,4.168469905853272,4.725409984588623,3.9184000492095934,4.664649963378906,54002400,BNB-USD,,0.15468139501906378,0.5443010820815919,0.5892471665597614,0.09891966306767004,0.07497246344412681,2.0631761037749548,1.3194132688649063,0.0
2017-12-17,4.669340133666992,6.750430107116699,4.669340133666992,5.756720066070557,98159600,BNB-USD,,0.21035508270680667,0.7627802359508213,0.7279349723332318,0.08909665184998616,0.07983274061875191,2.6349475300037035,1.11604150326587,0.0
2017-12-18,5.792399883270264,6.221320152282715,5.280970096588135,5.61584997177124,66623700,BNB-USD,,-0.024774927606933707,0.7038257061906995,0.6850794773838733,0.10464805914595567,0.08001612918496954,-0.3096241702677552,1.307837060001311,-0.0244705479305114
2017-12-19,5.646999835968018,6.5453200340271,5.579760074615479,5.792329788208008,66695200,BNB-USD,,0.030941640095825527,0.6063613643126267,0.7970196324642221,0.09851734034923078,0.07870796443212627,0.3931195568208096,1.2516819747534838,0.0
2017-12-20,5.78863000869751,5.78863000869751,4.933169841766357,5.176209926605225,47866900,BNB-USD,,-0.11246147796779744,0.25874171224696474,0.7344565788998864,0.12836037200126196,0.08344487324899265,-1.3477338222112416,1.5382655279281827,-0.10636822904266885
2017-12-21,5.184909820556641,5.698160171508789,4.814149856567383,5.180009841918945,46905500,BNB-USD,,0.000733842187435867,0.10479415941533662,0.6490952414969285,0.13085773252427874,0.08271472530529742,0.008871965478060634,1.582036717661662,-0.10571220366900036
2017-12-22,5.205460071563721,5.212739944458008,3.513309955596924,4.336150169372559,36672600,BNB-USD,,-0.1778200595584301,-0.28338098284990004,0.47939925310092135,0.1372724516714292,0.09174865260418054,-1.9381217545022313,1.4961794835685072,-0.25139791277076995
2017-12-23,4.394959926605225,5.134510040283203,4.307610034942627,4.839260101318359,32930300,BNB-USD,,0.10977494071853472,-0.14883111452443157,0.554994591666268,0.13034962553733526,0.09171779596414342,1.1968772206590164,1.4212032045372605,-0.16453995572384406
2017-12-24,4.74183988571167,5.285679817199707,4.198649883270264,5.285679817199707,43676900,BNB-USD,,0.08823940508327939,-0.09153334953697763,0.5148280147756489,0.10379060842098761,0.09138167851310398,0.9656137479530539,1.1357923175607265,-0.08746911683788028
2017-12-25,5.308579921722412,6.9552202224731445,5.250539779663086,6.560009956359863,66374400,BNB-USD,,0.2159908781953067,0.23691900662612655,0.4956607188730913,0.13432822228546898,0.09667384150906833,2.2342225655225056,1.389499167392335,0.0
2017-12-26,6.559279918670654,10.622099876403809,6.496379852294922,9.029419898986816,167812992,BNB-USD,,0.31949600314298954,0.5556811675816804,0.6604753269970169,0.17544143877645574,0.10855178265809375,2.9432589250911536,1.6162004389098314,0.0
2017-12-27,9.254260063171388,11.302200317382812,8.486590385437012,10.107000350952148,167808000,BNB-USD,,0.112740163980577,0.8462413911206875,0.5628604082707874,0.15754914200508124,0.1090939851637053,1.0334223633997812,1.444159746925228,0.0
2017-12-28,10.126299858093262,10.196399688720703,8.149279594421387,9.321410179138184,109298000,BNB-USD,,-0.08091436378992892,0.6555520866122237,0.5067209720877922,0.16839177177978806,0.11122834994972278,-0.7274616932329183,1.5139285250199628,-0.07772733200112703
2017-12-29,9.31861972808838,9.534850120544434,8.536820411682129,8.807600021362305,70849400,BNB-USD,,-0.05669893647233429,0.5106137450566102,0.41908039551963244,0.14100974016249926,0.10989848323167016,-0.5159210100544407,1.2830908672801733,-0.12856438947955828
2017-12-30,8.713769912719727,8.761099815368652,7.1879401206970215,7.841010093688965,72933904,BNB-USD,,-0.11624732300984571,0.17837554385145754,0.41529455047758423,0.16290539693502057,0.11313183510728314,-1.0275385606501313,1.4399607040806601,-0.2242000770337078
2017-12-31,7.763309955596924,8.839119911193848,7.708990097045898,8.635580062866211,74927904,BNB-USD,,0.09652322057904725,-0.0445972387124847,0.5110839288691956,0.16309890297552707,0.11349406652150737,0.8504693111930736,1.4370698660675751,-0.14558427198900015
2018-01-01,8.62952995300293,8.700570106506348,7.959219932556152,8.414609909057617,66422800,BNB-USD,,-0.025921415173093973,-0.18325881786615575,0.6629825732545317,0.15231347166112325,0.11405447970503634,-0.22727222324042878,1.3354448861196067,-0.1674473516501953
2018-01-02,8.4576997756958,9.12259006500244,8.217180252075195,8.837770462036133,104789000,BNB-USD,,0.049065164712267885,-0.05327928936395889,0.6022727972482649,0.08973663344825265,0.11399417490278571,0.43041817491210127,0.7872036753174458,-0.12557928612285496
2018-01-03,8.770139694213867,9.580780029296877,8.529179573059082,9.535880088806152,108852000,BNB-USD,,0.07602690100173286,0.07944654811010828,0.5900602931667184,0.0826318511925022,0.1134594392949832,0.6700799992856523,0.7282941966394497,-0.05650739510384928
2018-01-04,9.445839881896973,9.538490295410156,8.854129791259766,9.213990211486816,158819008,BNB-USD,,-0.03433853150308194,0.161355339616872,0.3397308834683296,0.07752879402171958,0.1143749647241194,-0.3002276904382785,0.6778475884886573,-0.08835560586294078
2018-01-05,9.14568042755127,16.71769905090332,9.094679832458496,14.917200088500977,341504992,BNB-USD,,0.4817919113753877,0.5466240304132125,0.5020267917007278,0.1937918332415121,0.13929700933268963,3.4587383726573866,1.3912131650915054,0.0
2018-01-06,14.868900299072266,23.50819969177246,14.821200370788574,22.75979995727539,637020992,BNB-USD,,0.4224809044597564,0.9950263500460628,0.8117675321799072,0.21124452230742713,0.15436057824690685,2.736974098295866,1.3685134164859876,0.0
2018-01-07,22.769100189208984,22.769100189208984,18.24250030517578,18.65679931640625,258050000,BNB-USD,,-0.19878516574121957,0.7471760195925755,0.6938967302286165,0.2501323894049991,0.16177971991999462,-1.2287397075450825,1.5461294501480023,-0.18027402035919815
2018-01-08,18.646499633789062,19.216699600219727,15.347100257873535,18.260900497436523,296617984,BNB-USD,,-0.021448465000816284,0.6497006535900263,0.7291472017001346,0.2497325483997565,0.16031246447658182,-0.1337916241936973,1.5577862221451722,-0.19766867319942105
