date,open,high,low,close,volume,ticker,market_cap,log_ret_1d,log_ret_5d,log_ret_10d,vol_7d,vol_30d,risk_adj_ret_1d,vol_ratio_7d_30d,drawdown_30d
2020-05-10,0.6044610142707825,0.6123030185699463,0.5130810141563416,0.5370339751243591,2327581,SOL-USD,,-0.11838496757081815,-0.17827301779633098,-0.25214356386160597,0.03937626160402298,0.09149443518764484,-1.293903474326322,0.4303678308223519,-0.3914677626539653
2020-05-11,0.5362550020217896,0.5718600153923035,0.5051940083503723,0.5152729749679565,2098481,SOL-USD,,-0.04136455217638206,-0.1891817267100051,-0.34669427524284824,0.03880815528319064,0.08485198366624978,-0.4874906913087876,0.45736297027345446,-0.4161259234509551
2020-05-12,0.5133910179138184,0.5597590208053589,0.5052509903907776,0.5385760068893433,2198625,SOL-USD,,0.04423182348702729,-0.12940038394527886,-0.28457831198444333,0.049382794396330455,0.08136106547285313,0.543648528076192,0.6069585508661693,-0.30759337939003917
2020-05-13,0.5383719801902771,0.564873993396759,0.5180379748344421,0.5505319833755493,2326446,SOL-USD,,0.021956421043750327,-0.09421446521813333,-0.2105236458513865,0.05231434237364998,0.07892768853146087,0.2781840118756096,0.6628135619706801,-0.26186316936648646
2020-05-14,0.5505319833755493,0.5809460282325745,0.5501099824905396,0.5691180229187012,2047897,SOL-USD,,0.03320278101726708,-0.06035849419915534,-0.15943810089367844,0.055759966213409756,0.07403283971436976,0.4484872003474213,0.753178811302395,-0.23694356299176889
2020-05-15,0.5691930055618286,0.5746200084686279,0.5470929741859436,0.5597519874572754,1850070,SOL-USD,,-0.01659402817866707,0.041432445192995625,-0.1368405726033354,0.055800836864004943,0.07398550722288265,-0.2242875503803369,0.7542130744052877,-0.2495012634340007
2020-05-16,0.5589810013771057,0.6065340042114258,0.5543609857559204,0.599120020866394,2300409,SOL-USD,,0.06796814068100994,0.15076513805038777,-0.03841658865961737,0.06344352953818472,0.0740491064463331,0.917879282314766,0.856776436379624,-0.19671778075474233
2020-05-17,0.5952280163764954,0.6401960253715515,0.5891749858856201,0.6129890084266663,2936428,SOL-USD,,0.022885058217464078,0.12941837278082458,1.7988835545658e-05,0.03690261488119008,0.07382273412818142,0.31000014409826404,0.4998814432572297,-0.17812265670933047
2020-05-18,0.6126819849014282,0.6743929982185364,0.6096490025520325,0.6526700258255005,3314359,SOL-USD,,0.06272467624362323,0.17018662798069742,0.07597216276256412,0.028613037522296308,0.07455235860991083,0.8413506616447242,0.38379788454462865,-0.12491953445020387
2020-05-19,0.6509739756584167,0.65447998046875,0.6112480163574219,0.6244540214538574,2380263,SOL-USD,,-0.04419397894887994,0.0927898680145504,0.032431373815394925,0.04033974067532815,0.07189394547519264,-0.6147107194739965,0.5611006658307212,-0.16275070987497198
